债券代码,债券简称,发行起始日,发行终止日,计划发行总量,实际发行总量,发行价格,单位面值,缴款日,增发次数,交易市场,发行方式,发行对象,公告日期,债券名称
566379,北京2628,2026-04-27,2026-04-27,2.54,2.54,100.0,100,2026-04-28,0,深交所,荷兰式招标发行,,2026-04-20,2026年北京市政府专项债券(十四期)
236685,26北京29,2026-04-27,2026-04-27,3.85,3.85,100.0,100,2026-04-28,0,上交所,荷兰式招标发行,,2026-04-20,2026年北京市政府专项债券(十五期)
2605476,26北京债29,2026-04-27,2026-04-27,3.85,3.85,100.0,100,2026-04-28,0,银行间债券市场,荷兰式招标发行,,2026-04-20,2026年北京市政府专项债券(十五期)
566380,北京2629,2026-04-27,2026-04-27,3.85,3.85,100.0,100,2026-04-28,0,深交所,荷兰式招标发行,,2026-04-20,2026年北京市政府专项债券(十五期)
199616,26西藏债03,2026-04-27,2026-04-27,10.0,10.0,100.0,100,2026-04-28,0,银行间债券市场,荷兰式招标发行,,2026-04-20,2026年西藏自治区政府再融资一般债券(一期)
199616,西藏2603,2026-04-27,2026-04-27,10.0,10.0,100.0,100,2026-04-28,0,深交所,荷兰式招标发行,,2026-04-20,2026年西藏自治区政府再融资一般债券(一期)
236687,26西藏03,2026-04-27,2026-04-27,10.0,10.0,100.0,100,2026-04-28,0,上交所,荷兰式招标发行,,2026-04-20,2026年西藏自治区政府再融资一般债券(一期)
199615,西藏2602,2026-04-27,2026-04-27,32.645,32.645,100.0,100,2026-04-28,0,深交所,荷兰式招标发行,,2026-04-20,2026年西藏自治区政府再融资专项债券(二期)
199615,26西藏债02,2026-04-27,2026-04-27,32.645,32.645,100.0,100,2026-04-28,0,银行间债券市场,荷兰式招标发行,,2026-04-20,2026年西藏自治区政府再融资专项债券(二期)
236686,26西藏02,2026-04-27,2026-04-27,32.645,32.645,100.0,100,2026-04-28,0,上交所,荷兰式招标发行,,2026-04-20,2026年西藏自治区政府再融资专项债券(二期)
236672,26江西19,2026-04-24,2026-04-24,0.5,0.5,100.0,100,2026-04-27,0,上交所,荷兰式招标发行,,2026-04-17,2026年江西省政府棚户区改造专项债券(三期)-2026年江西省政府专项债券(十二期)
2605447,26江西债19,2026-04-24,2026-04-24,0.5,0.5,100.0,100,2026-04-27,0,银行间债券市场,荷兰式招标发行,,2026-04-17,2026年江西省政府棚户区改造专项债券(三期)-2026年江西省政府专项债券(十二期)
566369,江西2619,2026-04-24,2026-04-24,0.5,0.5,100.0,100,2026-04-27,0,深交所,荷兰式招标发行,,2026-04-17,2026年江西省政府棚户区改造专项债券(三期)-2026年江西省政府专项债券(十二期)
236673,26江西20,2026-04-24,2026-04-24,0.6814,0.6814,100.0,100,2026-04-27,0,上交所,荷兰式招标发行,,2026-04-17,2026年江西省高质量发展补短板专项债券(九期)-2026年江西省政府专项债券(十三期)
2605448,26江西债20,2026-04-24,2026-04-24,0.6814,0.6814,100.0,100,2026-04-27,0,银行间债券市场,荷兰式招标发行,,2026-04-17,2026年江西省高质量发展补短板专项债券(九期)-2026年江西省政府专项债券(十三期)
566370,江西2620,2026-04-24,2026-04-24,0.6814,0.6814,100.0,100,2026-04-27,0,深交所,荷兰式招标发行,,2026-04-17,2026年江西省高质量发展补短板专项债券(九期)-2026年江西省政府专项债券(十三期)
236674,26江西21,2026-04-24,2026-04-24,12.3685,12.3685,100.0,100,2026-04-27,0,上交所,荷兰式招标发行,,2026-04-17,2026年江西省高质量发展补短板专项债券(十期)-2026年江西省政府专项债券(十四期)
2605449,26江西债21,2026-04-24,2026-04-24,12.3685,12.3685,100.0,100,2026-04-27,0,银行间债券市场,荷兰式招标发行,,2026-04-17,2026年江西省高质量发展补短板专项债券(十期)-2026年江西省政府专项债券(十四期)
566371,江西2621,2026-04-24,2026-04-24,12.3685,12.3685,100.0,100,2026-04-27,0,深交所,荷兰式招标发行,,2026-04-17,2026年江西省高质量发展补短板专项债券(十期)-2026年江西省政府专项债券(十四期)
236675,26江西22,2026-04-24,2026-04-24,26.3831,26.3831,100.0,100,2026-04-27,0,上交所,荷兰式招标发行,,2026-04-17,2026年江西省高质量发展补短板专项债券(十一期)-2026年江西省政府专项债券(十五期)
2605450,26江西债22,2026-04-24,2026-04-24,26.3831,26.3831,100.0,100,2026-04-27,0,银行间债券市场,荷兰式招标发行,,2026-04-17,2026年江西省高质量发展补短板专项债券(十一期)-2026年江西省政府专项债券(十五期)
566372,江西2622,2026-04-24,2026-04-24,26.3831,26.3831,100.0,100,2026-04-27,0,深交所,荷兰式招标发行,,2026-04-17,2026年江西省高质量发展补短板专项债券(十一期)-2026年江西省政府专项债券(十五期)
236671,26江西18,2026-04-24,2026-04-24,41.7829,41.7829,100.0,100,2026-04-27,0,上交所,荷兰式招标发行,,2026-04-17,2026年江西省地方政府再融资专项债券(四期)
2605446,26江西债18,2026-04-24,2026-04-24,41.7829,41.7829,100.0,100,2026-04-27,0,银行间债券市场,荷兰式招标发行,,2026-04-17,2026年江西省地方政府再融资专项债券(四期)
566368,江西2618,2026-04-24,2026-04-24,41.7829,41.7829,100.0,100,2026-04-27,0,深交所,荷兰式招标发行,,2026-04-17,2026年江西省地方政府再融资专项债券(四期)
236676,26四川28,2026-04-24,2026-04-24,18.3252,18.3252,100.0,100,2026-04-27,0,上交所,荷兰式招标发行,,2026-04-17,2026年四川省政府再融资一般债券(三期)
2605467,26四川债28,2026-04-24,2026-04-24,18.3252,18.3252,100.0,100,2026-04-27,0,银行间债券市场,荷兰式招标发行,,2026-04-17,2026年四川省政府再融资一般债券(三期)
566366,四川2628,2026-04-24,2026-04-24,18.3252,18.3252,100.0,100,2026-04-27,0,深交所,荷兰式招标发行,,2026-04-17,2026年四川省政府再融资一般债券(三期)
236677,26四川29,2026-04-24,2026-04-24,119.6084,119.6084,100.0,100,2026-04-27,0,上交所,荷兰式招标发行,,2026-04-17,2026年四川省政府再融资专项债券(七期)
2605468,26四川债29,2026-04-24,2026-04-24,119.6084,119.6084,100.0,100,2026-04-27,0,银行间债券市场,荷兰式招标发行,,2026-04-17,2026年四川省政府再融资专项债券(七期)
566367,四川2629,2026-04-24,2026-04-24,119.6084,119.6084,100.0,100,2026-04-27,0,深交所,荷兰式招标发行,,2026-04-17,2026年四川省政府再融资专项债券(七期)
199617,江苏2617,2026-04-23,2026-04-23,123.42,123.42,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年江苏省地方政府再融资一般债券(三期)
199617,26江苏债17,2026-04-23,2026-04-23,123.42,123.42,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年江苏省地方政府再融资一般债券(三期)
236652,26江苏17,2026-04-23,2026-04-23,123.42,123.42,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年江苏省地方政府再融资一般债券(三期)
199620,江苏2620,2026-04-23,2026-04-23,220.41,220.41,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年江苏省地方政府再融资专项债券(七期)
199620,26江苏债20,2026-04-23,2026-04-23,220.41,220.41,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年江苏省地方政府再融资专项债券(七期)
236655,26江苏20,2026-04-23,2026-04-23,220.41,220.41,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年江苏省地方政府再融资专项债券(七期)
199619,江苏2619,2026-04-23,2026-04-23,95.36,95.36,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年江苏省地方政府再融资专项债券(六期)
199619,26江苏债19,2026-04-23,2026-04-23,95.36,95.36,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年江苏省地方政府再融资专项债券(六期)
236654,26江苏19,2026-04-23,2026-04-23,95.36,95.36,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年江苏省地方政府再融资专项债券(六期)
199618,江苏2618,2026-04-23,2026-04-23,290.7,290.7,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年江苏省地方政府再融资一般债券(四期)
199618,26江苏债18,2026-04-23,2026-04-23,290.7,290.7,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年江苏省地方政府再融资一般债券(四期)
236653,26江苏18,2026-04-23,2026-04-23,290.7,290.7,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年江苏省地方政府再融资一般债券(四期)
236651,26山西20,2026-04-23,2026-04-23,180.6,180.6,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年山西省政府再融资一般债券(二期)
2605457,26山西债20,2026-04-23,2026-04-23,180.6,180.6,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年山西省政府再融资一般债券(二期)
566350,山西2620,2026-04-23,2026-04-23,180.6,180.6,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年山西省政府再融资一般债券(二期)
236650,26山西19,2026-04-23,2026-04-23,4.3,4.3,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年山西省政府专项债券(十二期)
2605456,26山西债19,2026-04-23,2026-04-23,4.3,4.3,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年山西省政府专项债券(十二期)
566349,山西2619,2026-04-23,2026-04-23,4.3,4.3,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年山西省政府专项债券(十二期)
236649,26山西18,2026-04-23,2026-04-23,10.2,10.2,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年山西省政府专项债券(十一期)
2605455,26山西债18,2026-04-23,2026-04-23,10.2,10.2,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年山西省政府专项债券(十一期)
566348,山西2618,2026-04-23,2026-04-23,10.2,10.2,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年山西省政府专项债券(十一期)
236648,26山西17,2026-04-23,2026-04-23,1.0,1.0,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年山西省政府专项债券(十期)
2605454,26山西债17,2026-04-23,2026-04-23,1.0,1.0,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年山西省政府专项债券(十期)
566347,山西2617,2026-04-23,2026-04-23,1.0,1.0,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年山西省政府专项债券(十期)
236647,26山西16,2026-04-23,2026-04-23,0.5,0.5,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年山西省政府专项债券(九期)
2605453,26山西债16,2026-04-23,2026-04-23,0.5,0.5,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年山西省政府专项债券(九期)
566346,山西2616,2026-04-23,2026-04-23,0.5,0.5,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年山西省政府专项债券(九期)
236646,26山西15,2026-04-23,2026-04-23,2.2,2.2,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年山西省政府棚户区改造专项债券(一期)-2026年山西省政府专项债券(八期)
2605452,26山西债15,2026-04-23,2026-04-23,2.2,2.2,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年山西省政府棚户区改造专项债券(一期)-2026年山西省政府专项债券(八期)
566345,山西2615,2026-04-23,2026-04-23,2.2,2.2,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年山西省政府棚户区改造专项债券(一期)-2026年山西省政府专项债券(八期)
236645,26山西14,2026-04-23,2026-04-23,25.2,25.2,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年山西省政府一般债券(三期)
2605451,26山西债14,2026-04-23,2026-04-23,25.2,25.2,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年山西省政府一般债券(三期)
566344,山西2614,2026-04-23,2026-04-23,25.2,25.2,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年山西省政府一般债券(三期)
236670,26甘肃22,2026-04-23,2026-04-23,41.52,41.52,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年甘肃省政府再融资专项债券(五期)
2605466,26甘肃债22,2026-04-23,2026-04-23,41.52,41.52,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年甘肃省政府再融资专项债券(五期)
566365,甘肃2622,2026-04-23,2026-04-23,41.52,41.52,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年甘肃省政府再融资专项债券(五期)
236669,26甘肃21,2026-04-23,2026-04-23,35.4759,35.4759,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年甘肃省政府再融资专项债券(四期)
2605465,26甘肃债21,2026-04-23,2026-04-23,35.4759,35.4759,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年甘肃省政府再融资专项债券(四期)
566364,甘肃2621,2026-04-23,2026-04-23,35.4759,35.4759,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年甘肃省政府再融资专项债券(四期)
236668,26甘肃20,2026-04-23,2026-04-23,61.261,61.261,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年甘肃省政府再融资一般债券(二期)
2605464,26甘肃债20,2026-04-23,2026-04-23,61.261,61.261,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年甘肃省政府再融资一般债券(二期)
566363,甘肃2620,2026-04-23,2026-04-23,61.261,61.261,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年甘肃省政府再融资一般债券(二期)
236667,26甘肃19,2026-04-23,2026-04-23,6.9688,6.9688,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年甘肃省政府专项债券(十四期)
2605463,26甘肃债19,2026-04-23,2026-04-23,6.9688,6.9688,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年甘肃省政府专项债券(十四期)
566362,甘肃2619,2026-04-23,2026-04-23,6.9688,6.9688,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年甘肃省政府专项债券(十四期)
236666,26甘肃18,2026-04-23,2026-04-23,6.0,6.0,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年甘肃省政府收费公路专项债券(二期)-2026年甘肃省政府专项债券(十三期)
2605462,26甘肃债18,2026-04-23,2026-04-23,6.0,6.0,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年甘肃省政府收费公路专项债券(二期)-2026年甘肃省政府专项债券(十三期)
566361,甘肃2618,2026-04-23,2026-04-23,6.0,6.0,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年甘肃省政府收费公路专项债券(二期)-2026年甘肃省政府专项债券(十三期)
236665,26甘肃17,2026-04-23,2026-04-23,1.3,1.3,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年甘肃省政府专项债券(十二期)
2605461,26甘肃债17,2026-04-23,2026-04-23,1.3,1.3,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年甘肃省政府专项债券(十二期)
566360,甘肃2617,2026-04-23,2026-04-23,1.3,1.3,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年甘肃省政府专项债券(十二期)
236664,26甘肃16,2026-04-23,2026-04-23,10.32,10.32,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年甘肃省政府专项债券(十一期)
2605460,26甘肃债16,2026-04-23,2026-04-23,10.32,10.32,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年甘肃省政府专项债券(十一期)
566359,甘肃2616,2026-04-23,2026-04-23,10.32,10.32,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年甘肃省政府专项债券(十一期)
236663,26甘肃15,2026-04-23,2026-04-23,8.92,8.92,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年甘肃省政府专项债券(十期)
2605459,26甘肃债15,2026-04-23,2026-04-23,8.92,8.92,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年甘肃省政府专项债券(十期)
566358,甘肃2615,2026-04-23,2026-04-23,8.92,8.92,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年甘肃省政府专项债券(十期)
236662,26甘肃14,2026-04-23,2026-04-23,3.25,3.25,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年甘肃省政府棚户区改造专项债券(二期)-2026年甘肃省政府专项债券(九期)
2605458,26甘肃债14,2026-04-23,2026-04-23,3.25,3.25,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年甘肃省政府棚户区改造专项债券(二期)-2026年甘肃省政府专项债券(九期)
566357,甘肃2614,2026-04-23,2026-04-23,3.25,3.25,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年甘肃省政府棚户区改造专项债券(二期)-2026年甘肃省政府专项债券(九期)
236657,26新疆11,2026-04-23,2026-04-23,49.87,49.87,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年新疆维吾尔自治区政府再融资一般债券(二期)-2026年新疆维吾尔自治区政府一般债券(四期)
2605430,26新疆债11,2026-04-23,2026-04-23,49.87,49.87,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年新疆维吾尔自治区政府再融资一般债券(二期)-2026年新疆维吾尔自治区政府一般债券(四期)
566352,新疆2611,2026-04-23,2026-04-23,49.87,49.87,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年新疆维吾尔自治区政府再融资一般债券(二期)-2026年新疆维吾尔自治区政府一般债券(四期)
236661,26新疆15,2026-04-23,2026-04-23,11.93,11.93,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年新疆维吾尔自治区政府再融资专项债券(五期)-2026年新疆维吾尔自治区政府专项债券(十一期)
2605434,26新疆债15,2026-04-23,2026-04-23,11.93,11.93,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年新疆维吾尔自治区政府再融资专项债券(五期)-2026年新疆维吾尔自治区政府专项债券(十一期)
566356,新疆2615,2026-04-23,2026-04-23,11.93,11.93,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年新疆维吾尔自治区政府再融资专项债券(五期)-2026年新疆维吾尔自治区政府专项债券(十一期)
236658,26新疆12,2026-04-23,2026-04-23,8.43,8.43,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年新疆维吾尔自治区政府专项债券(八期)
2605431,26新疆债12,2026-04-23,2026-04-23,8.43,8.43,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年新疆维吾尔自治区政府专项债券(八期)
566353,新疆2612,2026-04-23,2026-04-23,8.43,8.43,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年新疆维吾尔自治区政府专项债券(八期)
236656,26新疆10,2026-04-23,2026-04-23,36.63,36.63,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年新疆维吾尔自治区政府一般债券(三期)
2605429,26新疆债10,2026-04-23,2026-04-23,36.63,36.63,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年新疆维吾尔自治区政府一般债券(三期)
566351,新疆2610,2026-04-23,2026-04-23,36.63,36.63,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年新疆维吾尔自治区政府一般债券(三期)
236659,26新疆13,2026-04-23,2026-04-23,7.51,7.51,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年新疆维吾尔自治区政府专项债券(九期)
2605432,26新疆债13,2026-04-23,2026-04-23,7.51,7.51,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年新疆维吾尔自治区政府专项债券(九期)
566354,新疆2613,2026-04-23,2026-04-23,7.51,7.51,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年新疆维吾尔自治区政府专项债券(九期)
236660,26新疆14,2026-04-23,2026-04-23,4.84,4.84,100.0,100,2026-04-24,0,上交所,荷兰式招标发行,,2026-04-16,2026年新疆维吾尔自治区政府专项债券(十期)
2605433,26新疆债14,2026-04-23,2026-04-23,4.84,4.84,100.0,100,2026-04-24,0,银行间债券市场,荷兰式招标发行,,2026-04-16,2026年新疆维吾尔自治区政府专项债券(十期)
566355,新疆2614,2026-04-23,2026-04-23,4.84,4.84,100.0,100,2026-04-24,0,深交所,荷兰式招标发行,,2026-04-16,2026年新疆维吾尔自治区政府专项债券(十期)
199603,福建2609,2026-04-22,2026-04-22,62.7995,62.7995,100.0,100,2026-04-23,0,深交所,荷兰式招标发行,,2026-04-14,2026年福建省政府专项债券(四期)
199603,26福建债09,2026-04-22,2026-04-22,62.7995,62.7995,100.0,100,2026-04-23,0,银行间债券市场,荷兰式招标发行,,2026-04-14,2026年福建省政府专项债券(四期)
236637,26福建09,2026-04-22,2026-04-22,62.7995,62.7995,100.0,100,2026-04-23,0,上交所,荷兰式招标发行,,2026-04-14,2026年福建省政府专项债券(四期)
236642,26广西16,2026-04-22,2026-04-22,7.38,7.38,100.0,100,2026-04-23,0,上交所,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府棚户区改造专项债券(一期)-2026年广西壮族自治区政府专项债券(十期)
2605443,26广西债16,2026-04-22,2026-04-22,7.38,7.38,100.0,100,2026-04-23,0,银行间债券市场,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府棚户区改造专项债券(一期)-2026年广西壮族自治区政府专项债券(十期)
566341,广西2616,2026-04-22,2026-04-22,7.38,7.38,100.0,100,2026-04-23,0,深交所,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府棚户区改造专项债券(一期)-2026年广西壮族自治区政府专项债券(十期)
236639,26广西13,2026-04-22,2026-04-22,58.33,58.33,100.0,100,2026-04-23,0,上交所,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府社会领域专项债券(二期)-2026年广西壮族自治区政府专项债券(七期)
2605440,26广西债13,2026-04-22,2026-04-22,58.33,58.33,100.0,100,2026-04-23,0,银行间债券市场,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府社会领域专项债券(二期)-2026年广西壮族自治区政府专项债券(七期)
566338,广西2613,2026-04-22,2026-04-22,58.33,58.33,100.0,100,2026-04-23,0,深交所,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府社会领域专项债券(二期)-2026年广西壮族自治区政府专项债券(七期)
236641,26广西15,2026-04-22,2026-04-22,20.75,20.75,100.0,100,2026-04-23,0,上交所,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府收费公路专项债券(一期)-2026年广西壮族自治区政府专项债券(九期)
2605442,26广西债15,2026-04-22,2026-04-22,20.75,20.75,100.0,100,2026-04-23,0,银行间债券市场,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府收费公路专项债券(一期)-2026年广西壮族自治区政府专项债券(九期)
566340,广西2615,2026-04-22,2026-04-22,20.75,20.75,100.0,100,2026-04-23,0,深交所,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府收费公路专项债券(一期)-2026年广西壮族自治区政府专项债券(九期)
236643,26广西17,2026-04-22,2026-04-22,38.21,38.21,100.0,100,2026-04-23,0,上交所,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府产业园区专项债券(一期)-2026年广西壮族自治区政府专项债券(十一期)
2605444,26广西债17,2026-04-22,2026-04-22,38.21,38.21,100.0,100,2026-04-23,0,银行间债券市场,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府产业园区专项债券(一期)-2026年广西壮族自治区政府专项债券(十一期)
566342,广西2617,2026-04-22,2026-04-22,38.21,38.21,100.0,100,2026-04-23,0,深交所,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府产业园区专项债券(一期)-2026年广西壮族自治区政府专项债券(十一期)
236640,26广西14,2026-04-22,2026-04-22,25.33,25.33,100.0,100,2026-04-23,0,上交所,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府交通基础设施专项债券(二期)-2026年广西壮族自治区政府专项债券(八期)
2605441,26广西债14,2026-04-22,2026-04-22,25.33,25.33,100.0,100,2026-04-23,0,银行间债券市场,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府交通基础设施专项债券(二期)-2026年广西壮族自治区政府专项债券(八期)
566339,广西2614,2026-04-22,2026-04-22,25.33,25.33,100.0,100,2026-04-23,0,深交所,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府交通基础设施专项债券(二期)-2026年广西壮族自治区政府专项债券(八期)
235942,26内蒙06,2026-04-22,2026-04-22,71.7108,71.7108,100.0,100,2026-04-23,0,上交所,荷兰式招标发行,,2026-04-15,2026年内蒙古自治区政府再融资专项债券(四期)
235942,26内蒙古06,2026-04-22,2026-04-22,71.7108,71.7108,100.0,100,2026-04-23,0,银行间债券市场,荷兰式招标发行,,2026-04-15,2026年内蒙古自治区政府再融资专项债券(四期)
566336,内蒙古2606,2026-04-22,2026-04-22,71.7108,71.7108,100.0,100,2026-04-23,0,深交所,荷兰式招标发行,,2026-04-15,2026年内蒙古自治区政府再融资专项债券(四期)
235941,26内蒙古05,2026-04-22,2026-04-22,45.5349,45.5349,100.0,100,2026-04-23,0,银行间债券市场,荷兰式招标发行,,2026-04-15,2026年内蒙古自治区政府再融资一般债券(二期)
235941,26内蒙05,2026-04-22,2026-04-22,45.5349,45.5349,100.0,100,2026-04-23,0,上交所,荷兰式招标发行,,2026-04-15,2026年内蒙古自治区政府再融资一般债券(二期)
566335,内蒙古2605,2026-04-22,2026-04-22,45.5349,45.5349,100.0,100,2026-04-23,0,深交所,荷兰式招标发行,,2026-04-15,2026年内蒙古自治区政府再融资一般债券(二期)
236638,26广西12,2026-04-22,2026-04-22,107.21,107.21,100.0,100,2026-04-23,0,上交所,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府一般债券(六期)
2605439,26广西债12,2026-04-22,2026-04-22,107.21,107.21,100.0,100,2026-04-23,0,银行间债券市场,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府一般债券(六期)
566337,广西2612,2026-04-22,2026-04-22,107.21,107.21,100.0,100,2026-04-23,0,深交所,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府一般债券(六期)
236644,26广西18,2026-04-22,2026-04-22,150.0,150.0,100.0,100,2026-04-23,0,上交所,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府再融资专项债券(四期)-2026年广西壮族自治区政府专项债券(十二期)
2605445,26广西债18,2026-04-22,2026-04-22,150.0,150.0,100.0,100,2026-04-23,0,银行间债券市场,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府再融资专项债券(四期)-2026年广西壮族自治区政府专项债券(十二期)
566343,广西2618,2026-04-22,2026-04-22,150.0,150.0,100.0,100,2026-04-23,0,深交所,荷兰式招标发行,,2026-04-15,2026年广西壮族自治区政府再融资专项债券(四期)-2026年广西壮族自治区政府专项债券(十二期)
235945,26云南13,2026-04-21,2026-04-21,76.9,76.9,100.0,100,2026-04-22,0,上交所,荷兰式招标发行,,2026-04-14,2026年云南省地方政府再融资一般债券(三期)
